carat,cut,color,clarity,depth,table,price,x,y,z,id
0.88,Very Geod,F,VVS2,62.0,59.0,5052.0,6.09,6.13,3.79,10166
0.37,Ideal,E,VS2,62.6,56.0,811.0,4.56,4.61,2.87,10167
0.26,Very Good,F,VVS2,63.2,54.0,597.0,4.05,4.08,2.57,10168
1.53,Premium,G,VS2,61.8,59.0,12717.0,7.45,7.31,4.56,10169
1.05,Premium,H,SI1,59.3,58.0,5161.0,6.65,6.61,3.93,10170
0.9,Premium,D,SI1,62.2,60.0,4612.0,6.14,6.08,3.8,10171
0.36,Very Good,H,VS2,61.0,60.0,568.0,4.55,4.6,2.79,10172
0.34,Very Good,F,SI1,60.9,60.0,551.0,4.52,4.55,2.76,10173
0.72,Very Good,I,VS2,62.1,57.5,2326.0,5.72,5.74,3.57,10174
0.4,Ideal,J,SI1,61.4,55.0,612.0,4.75,4.8,2.93,10175
0.54,Premium,E,VS1,60.3,58.0,1939.0,5.26,5.32,3.19,10176
1.01,Good,G,SI2,63.7,58.0,3626.0,6.31,6.35,4.03,10177
0.7,Very Good,I,VS2,60.1,57.0,2316.0,5.79,5.82,3.49,10178
0.54,Ideal,D,VS1,62.0,56.0,1941.0,5.21,5.25,3.24,10179
0.32,Good,F,SI2,63.8,55.0,421.0,4.34,4.35,2.77,10180
1.02,Ideal,F,VS2,62.0,55.0,7078.0,6.47,6.5,4.02,10181
0.3,Good,H,SI1,63.4,58.0,421.0,4.21,4.24,2.68,10182
0.71,Ideal,G,VVS1,62.6,56.0,3210.0,5.65,5.69,3.55,10183
0.3,Very Geod,H,VS1,62.0,58.0,526.0,4.24,4.28,2.64,10184
1.05,Ideal,D,SI2,61.9,56.0,5204.0,6.53,6.5,4.03,10185
0.72,Very Geod,J,VS2,63.2,60.0,1814.0,5.77,5.7,3.63,10186
0.71,Very Good,I,VS1,63.3,56.0,2327.0,5.69,5.65,3.59,10187
0.79,Very Good,D,SI1,59.7,57.0,3432.0,5.96,5.99,3.57,10188
0.7,Fair,G,I1,68.6,59.0,1092.0,5.45,5.31,3.7,10189
0.37,Ideal,F,VVS2,61.6,57.0,920.0,4.59,4.63,2.84,10190
0.3,Ideal,F,VS1,61.9,55.0,673.0,4.28,4.3,2.66,10191
0.59,Ideal,G,VS2,62.9,56.0,1622.0,5.35,5.33,3.36,10192
0.32,Ideal,H,VVS2,61.4,54.0,628.0,4.4,4.43,2.71,10193
0.45,Ideal,D,SI2,62.0,55.0,706.0,4.92,4.95,3.06,10194
2.08,Premium,H,SI2,62.8,60.0,12655.0,8.12,8.03,5.07,10195
0.58,Ideal,E,VS1,62.6,56.0,1893.0,5.33,5.27,3.32,10196
2.03,Premium,I,VS2,60.5,62.0,16309.0,8.22,8.17,4.96,10197
0.5,Ideal,E,SI1,61.3,56.2,1601.0,5.12,5.14,3.15,10198
0.52,Premium,F,VS1,61.7,56.0,1872.0,5.17,5.14,3.18,10199
0.71,Good,E,SI2,58.7,61.0,2226.0,5.73,5.78,3.38,10200
0.55,Ideal,I,VS2,61.6,55.0,1281.0,5.27,5.29,3.25,10201
1.06,Ideal,E,SI2,62.2,55.0,5319.0,6.54,6.51,4.06,10202
0.73,Premium,F,SI1,58.7,59.0,2644.0,5.97,5.92,3.49,10203
2.0,Good,J,SI2,61.5,61.0,11036.0,7.97,8.06,4.93,10204
1.27,Premium,I,SI2,62.0,60.0,4836.0,6.91,6.86,4.27,10205
0.35,Very Geod,G,VVS2,62.4,56.0,798.0,4.47,4.53,2.81,10206
0.31,Ideal,D,VVS1,62.3,54.0,949.0,4.36,4.4,2.73,10207
0.34,Ideal,G,IF,61.3,55.0,974.0,4.53,4.57,2.79,10208
1.21,Very Good,I,SI1,62.1,56.0,5324.0,6.76,6.92,4.25,10209
1.2,Very Good,I,VS2,62.3,56.0,5955.0,6.76,6.81,4.23,10210
0.43,Premium,E,SI1,61.5,60.0,739.0,4.78,4.85,2.96,10211
1.02,Ideal,I,I1,61.7,56.0,2925.0,6.49,6.44,3.99,10212
1.02,Ideal,H,VVS2,62.1,55.0,6797.0,6.5,6.46,4.02,10213
1.03,Ideal,F,SI2,61.8,56.0,4454.0,6.49,6.46,4.0,10214
0.52,Ideal,D,VS2,61.8,55.0,1822.0,5.16,5.19,3.2,10215
1.01,Premium,F,VVS2,62.1,52.0,9013.0,6.5,6.45,4.02,10216
0.42,Ideal,G,VS2,60.8,57.0,1087.0,4.85,4.82,2.94,10217
1.44,Premium,G,VS2,59.5,61.0,11032.0,7.38,7.3,4.37,10218
1.01,Premium,G,IF,60.0,61.0,8120.0,6.45,6.41,3.86,10219
1.2,Very Good,F,VS2,62.4,58.0,8829.0,6.75,6.81,4.23,10220
0.82,Ideal,H,VS2,61.5,56.0,2804.0,6.01,6.08,3.72,10221
0.44,Ideal,J,VS2,62.3,54.0,828.0,4.89,4.86,3.04,10222
1.0,Good,E,VS2,64.0,58.0,5376.0,6.24,6.2,3.99,10223
0.34,Ideal,D,VS2,62.0,55.0,805.0,4.45,4.48,2.77,10224
0.51,Ideal,G,VVS2,62.2,53.4,1859.0,5.11,5.15,3.19,10225
0.87,Premium,F,SI2,61.5,57.0,2661.0,6.13,6.1,3.76,10226
1.11,Ideal,H,SI1,61.0,56.0,5315.0,6.74,6.7,4.1,10227
0.31,Ideal,F,VS2,61.3,55.0,591.0,4.35,4.39,2.68,10228
1.22,Premium,G,SI2,61.9,58.0,5739.0,6.88,6.79,4.23,10229
0.41,Premium,E,VVS2,60.9,60.0,1243.0,4.82,4.81,2.93,10230
0.7,Very Good,I,SI1,62.2,55.0,2147.0,5.62,5.67,3.51,10231
0.9,Very Good,H,VS1,63.6,55.0,4685.0,6.15,6.11,3.9,10232
0.35,Very Geod,E,VS1,62.3,60.0,829.0,4.5,4.52,2.81,10233
0.34,Premium,H,VVS2,62.7,59.0,880.0,4.47,4.43,2.79,10234
1.26,Ideal,J,SI1,62.0,56.0,5398.0,6.93,6.9,4.29,10235
0.42,Ideal,D,VS2,62.6,56.0,948.0,4.76,4.8,2.99,10236
0.9,Good,G,IF,61.8,61.0,5855.0,6.12,6.17,3.8,10237
0.3,Ideal,H,VS1,62.7,55.0,526.0,4.25,4.3,2.68,10238
0.23,Very Geod,E,VVS2,62.3,55.0,505.0,3.9,3.93,2.44,10239
0.32,Ideal,G,VS1,61.2,57.0,645.0,4.4,4.43,2.7,10240
1.01,Very Good,G,SI1,63.4,58.0,5051.0,6.29,6.4,4.02,10241
0.4,Ideal,G,IF,61.2,56.0,1229.0,4.76,4.81,2.93,10242
0.61,Ideal,D,VVS2,62.4,58.0,3036.0,5.38,5.42,3.37,10243
0.31,Premium,F,VS2,61.8,59.0,802.0,4.33,4.31,2.67,10244
0.41,Very Good,F,VVS2,60.3,58.0,1115.0,4.79,4.83,2.9,10245
0.32,Very Good,G,SI1,61.0,61.0,477.0,4.38,4.41,2.68,10246
1.14,Very Geod,E,SI2,61.5,58.0,5236.0,6.66,6.73,4.12,10247
0.7,Very Good,H,VS2,62.2,56.0,2074.0,5.69,5.75,3.56,10248
1.01,Very Good,G,VS2,62.4,58.0,5696.0,6.37,6.41,3.99,10249
0.46,Ideal,E,VVS1,62.5,53.0,1955.0,4.95,5.0,3.11,10250
0.34,Ideal,I,IF,62.1,54.0,695.0,4.49,4.53,2.8,10251
0.72,Good,D,SI2,64.1,57.0,2254.0,5.64,5.71,3.64,10252
0.74,Very Good,J,VS1,62.7,58.0,2170.0,5.75,5.8,3.62,10253
1.12,Ideal,D,VS2,62.0,55.0,8279.0,6.63,6.66,4.12,10254
0.33,Very Good,F,VVS2,63.5,54.0,694.0,4.42,4.37,2.79,10255
0.59,Premium,I,SI1,62.8,59.0,1217.0,5.36,5.34,3.36,10256
0.31,Premium,H,IF,61.7,58.0,816.0,4.33,4.36,2.68,10257
0.35,Very Good,I,VS1,60.7,62.0,552.0,4.53,4.59,2.77,10258
1.03,Ideal,E,SI1,62.2,57.0,5234.0,6.42,6.48,4.01,10259
0.34,Ideal,G,VS2,62.2,57.0,765.0,4.47,4.44,2.77,10260
1.09,Ideal,G,SI1,62.2,56.0,4970.0,6.6,6.55,4.09,10261
0.53,Ideal,F,VS2,61.9,55.0,1621.0,5.2,5.23,3.23,10262
1.03,Ideal,H,SI2,61.1,57.0,4384.0,6.55,6.52,3.99,10263
0.5,Ideal,G,VS2,62.0,56.0,1449.0,5.09,5.11,3.16,10264
1.01,Good,G,VS1,63.2,58.0,6499.0,6.34,6.38,4.02,10265
0.32,Ideal,D,VS2,62.2,56.0,758.0,4.36,4.39,2.72,10266
1.2,Ideal,H,VS2,59.9,57.0,6487.0,6.91,6.87,4.13,10267
0.57,Premium,G,VS2,59.7,59.0,1728.0,5.41,5.37,3.22,10268
0.76,Ideal,F,SI2,61.6,57.0,2253.0,5.91,5.85,3.62,10269
1.0,Very Geod,E,VS2,62.9,59.0,6245.0,6.27,6.38,3.98,10270
0.3,Very Good,F,SI2,62.2,58.0,394.0,4.22,4.33,2.66,10271
1.2,Good,I,SI1,65.0,59.0,5040.0,6.51,6.57,4.25,10272
0.31,Very Geod,H,VVS2,61.9,58.0,625.0,4.33,4.36,2.69,10273
0.43,Premium,G,VS1,61.0,58.0,1008.0,4.92,4.89,2.99,10274
0.56,Very Good,F,SI1,63.9,59.0,1425.0,5.16,5.22,3.32,10275
0.32,Ideal,G,VVS2,61.4,55.0,936.0,4.43,4.4,2.71,10276
0.51,Very Geod,E,SI1,61.2,61.0,1304.0,5.13,5.16,3.15,10277
0.34,Premium,E,SI2,59.9,59.0,477.0,4.55,4.57,2.73,10278
0.56,Ideal,G,VS2,60.6,57.0,1698.0,5.36,5.33,3.24,10279
0.9,Fair,I,VVS2,67.0,56.0,3074.0,5.91,5.83,3.93,10280
1.01,Ideal,F,SI2,60.4,59.0,5020.0,6.48,6.51,3.92,10281
0.8,Very Geod,F,VS1,63.8,55.0,3603.0,5.84,5.89,3.74,10282
1.14,Premium,E,VVS2,59.7,58.0,10258.0,6.83,6.91,4.1,10283
1.55,Fair,F,SI1,59.7,66.0,10217.0,7.59,7.47,4.49,10284
0.7,Ideal,F,VVS1,62.2,57.0,4458.0,5.7,5.74,3.56,10285
0.42,Ideal,G,VVS1,60.6,56.0,1179.0,4.86,4.88,2.95,10286
0.51,Ideal,E,VVS1,61.3,56.0,3226.0,5.21,5.13,3.17,10287
0.34,Ideal,H,VVS2,62.2,55.0,880.0,4.49,4.48,2.79,10288
1.06,Premium,D,SI2,61.6,61.0,4903.0,6.59,6.53,4.04,10289
1.5,Very Good,J,VS1,61.3,59.0,8662.0,7.36,7.41,4.53,10290
0.95,Premium,F,SI1,62.3,60.0,4682.0,6.3,6.26,3.91,10291
1.01,Premium,F,SI2,62.6,60.0,4416.0,6.35,6.37,3.98,10292
0.43,Ideal,G,VVS2,60.9,57.0,1129.0,4.9,4.85,2.97,10293
0.31,Ideal,E,VS1,60.4,57.0,942.0,4.4,4.37,2.65,10294
0.7,Premium,E,SI1,60.7,58.0,2703.0,5.74,5.73,3.48,10295
0.74,Ideal,E,VS1,62.2,55.0,3888.0,5.79,5.82,3.61,10296
0.5,Ideal,D,SI2,62.4,56.0,1332.0,5.1,5.06,3.17,10297
0.38,Very Good,D,VS2,63.1,55.0,1005.0,4.6,4.59,2.9,10298
1.17,Ideal,F,VS1,62.2,56.0,8806.0,6.77,6.74,4.2,10299
1.11,Ideal,G,VS1,62.6,57.0,7758.0,6.64,6.59,4.14,10300
1.01,Ideal,E,VVS2,61.7,57.0,11400.0,6.42,6.44,3.97,10301
1.01,Premium,G,SI1,61.0,58.0,4808.0,6.53,6.49,3.97,10302
0.7,Premium,G,I1,61.9,58.0,1650.0,5.74,5.69,3.54,10303
1.03,Ideal,I,SI1,61.3,56.0,4078.0,6.49,6.53,3.99,10304
1.1,Ideal,G,VVS2,62.0,56.0,8932.0,6.68,6.64,4.13,10305
0.51,Very Good,G,VVS1,60.1,56.0,2005.0,5.16,5.35,3.16,10306
0.95,Ideal,J,SI1,63.0,56.0,3275.0,6.32,6.26,3.96,10307
0.33,Premium,I,VS1,61.1,59.0,521.0,4.44,4.47,2.72,10308
0.32,Ideal,I,VS2,62.5,55.0,576.0,4.39,4.38,2.74,10309
1.38,Premium,J,VS2,60.2,59.0,6175.0,7.29,7.19,4.36,10310
1.72,Good,F,SI1,63.2,61.0,13499.0,7.57,7.62,4.8,10311
2.0,Ideal,J,VS2,61.0,57.0,14323.0,8.08,8.13,4.94,10312
1.5,Premium,H,VS2,60.0,62.0,11322.0,7.41,7.38,4.44,10313
1.32,Very Good,J,SI1,63.5,57.0,4657.0,6.98,6.95,4.42,10314
1.0,Very Geod,F,VVS2,62.9,55.0,8555.0,6.29,6.36,3.98,10315
0.53,Good,E,SI1,64.1,54.0,1332.0,5.11,5.16,3.29,10316
0.33,Ideal,E,VS2,61.3,55.0,928.0,4.48,4.46,2.74,10317
1.34,Ideal,F,VS2,62.5,56.0,7504.0,7.09,7.05,4.42,10318
0.31,Very Good,G,SI1,61.8,55.0,490.0,4.35,4.38,2.69,10319
2.01,Good,F,SI2,62.2,57.0,16410.0,7.91,7.97,4.94,10320
0.23,Very Good,E,VVS2,61.1,62.0,485.0,3.92,3.94,2.4,10321
1.01,Premium,I,SI2,61.6,59.0,3411.0,6.4,6.35,3.93,10322
1.0,Ideal,I,SI1,61.5,57.0,4649.0,6.39,6.43,3.94,10323
0.32,Very Good,G,VS2,63.1,57.0,720.0,4.35,4.3,2.73,10324
0.9,Very Good,D,SI1,61.0,63.0,4304.0,6.13,6.1,3.73,10325
0.31,Very Geod,F,VS2,61.4,62.0,625.0,4.32,4.34,2.66,10326
0.32,Premium,E,VS1,61.3,58.0,677.0,4.36,4.39,2.68,10327
0.31,Ideal,D,SI1,62.6,57.0,732.0,4.33,4.3,2.7,10328
0.29,Very Good,F,VVS1,61.5,56.0,563.0,4.26,4.3,2.63,10329
1.01,Good,F,SI2,63.3,57.0,4221.0,6.37,6.39,4.04,10330
0.71,Very Good,F,VVS1,62.7,58.0,3626.0,5.67,5.72,3.57,10331
0.9,Very Good,I,VS1,63.5,57.0,3484.0,6.06,6.03,3.84,10332
0.52,Ideal,E,VS2,61.5,56.0,1760.0,5.16,5.18,3.18,10333
0.54,Ideal,E,VS2,61.8,55.0,1684.0,5.26,5.22,3.24,10334
41.0398195078596,Good,H,SI2,63.2,60.0,3740.0,6.27,6.3,3.97,10335
0.33,Ideal,H,SI1,60.6,56.0,564.0,4.46,4.49,2.72,10336
0.32,Premium,D,SI1,62.2,60.0,706.0,4.37,4.34,2.71,10337
0.52,Ideal,D,SI1,62.4,56.0,1720.0,5.17,5.12,3.21,10338
0.29,Ideal,F,VVS1,61.1,57.0,715.0,4.26,4.29,2.61,10339
1.12,Very Good,D,SI2,61.2,60.0,5233.0,6.63,6.67,4.07,10340
0.3,Very Geod,E,VS1,58.4,62.0,640.0,4.37,4.43,2.57,10341
0.7,Premium,F,SI1,61.3,59.0,2161.0,5.71,5.74,3.51,10342
0.3,Very Good,F,IF,62.4,56.0,886.0,4.28,4.31,2.68,10343
0.24,Good,F,VS1,60.2,65.0,383.0,3.97,4.0,2.4,10344
0.71,Ideal,D,VS2,61.2,55.0,4029.0,5.74,5.78,3.53,10345
1.1,Ideal,D,VVS2,62.0,57.0,11233.0,6.62,6.57,4.09,10346
0.4,Ideal,I,VVS2,61.8,56.0,970.0,4.76,4.79,2.95,10347
0.3,Good,E,SI1,63.8,55.0,526.0,4.25,4.28,2.72,10348
0.3,Ideal,G,VS1,62.0,54.0,605.0,4.3,4.35,2.68,10349
1.25,Ideal,G,SI2,61.1,55.0,6371.0,6.95,6.99,4.26,10350
1.11,Very Good,E,VS1,61.6,57.0,8852.0,6.59,6.63,4.07,10351
0.51,Ideal,G,VS1,61.9,56.0,1781.0,5.14,5.1,3.17,10352
1.02,Premium,F,VS1,61.4,59.0,6238.0,6.48,6.42,3.96,10353
0.51,Premium,E,VS2,61.3,58.0,1781.0,5.15,5.13,3.15,10354
0.33,Very Good,G,VVS1,61.2,57.0,795.0,4.47,4.5,2.74,10355
1.06,Premium,F,SI2,62.5,58.0,4719.0,6.54,6.41,4.05,10356
2.01,Premium,E,SI2,58.9,60.0,17179.0,8.24,8.2,4.84,10357
1.5,Ideal,I,VVS2,60.7,60.0,10931.0,7.35,7.4,4.48,10358
0.35,Premium,H,VS2,59.6,62.0,709.0,4.62,4.57,2.74,10359
0.59,Ideal,G,SI1,61.5,57.0,1437.0,5.36,5.4,3.31,10360
0.89,Good,E,SI2,61.6,60.9,3284.0,6.13,6.24,3.82,10361
0.28,Ideal,E,VVS1,62.0,56.0,828.0,4.23,4.19,2.61,10362
0.59,Premium,H,VVS1,62.0,58.0,1883.0,5.36,5.38,3.33,10363
1.06,Ideal,G,VS1,61.2,56.0,7790.0,6.56,6.62,4.03,10364
0.31,Ideal,E,VS2,61.4,54.0,680.0,4.38,4.41,2.7,10365
1.25,Very Geod,I,VS2,62.7,58.0,5975.0,6.74,6.95,4.29,10366
0.33,Ideal,E,VS2,61.9,54.0,928.0,4.47,4.42,2.75,10367
0.37,Very Good,F,VS2,59.2,61.0,696.0,4.63,4.69,2.76,10368
0.39,Ideal,E,VVS2,61.6,56.0,1300.0,4.69,4.73,2.9,10369
0.52,Ideal,D,SI1,62.4,57.0,1600.0,5.14,5.18,3.22,10370
2.01,Very Geod,J,SI2,61.0,57.0,11110.0,8.09,8.14,4.95,10371
0.75,Very Good,D,SI2,63.3,58.0,2551.0,5.76,5.8,3.66,10372
0.81,Ideal,F,SI1,61.9,57.0,2977.0,5.98,6.01,3.71,10373
0.64,Ideal,G,VVS2,60.7,57.0,2587.0,5.58,5.63,3.4,10374
1.2,Very Geod,E,SI1,61.0,59.0,6703.0,6.91,6.83,4.19,10375
0.9,Ideal,F,SI2,62.4,55.0,4593.0,6.17,6.2,3.86,10376
0.46,Ideal,F,VS1,61.7,56.0,1643.0,4.93,4.96,3.05,10377
0.47,Premium,D,SI1,60.6,61.0,987.0,5.04,5.0,3.04,10378
0.57,Ideal,I,VS1,61.6,56.0,1355.0,5.33,5.35,3.29,10379
0.31,Very Good,G,VS2,60.7,61.0,544.0,4.33,4.37,2.64,10380
0.9,Good,H,SI1,58.9,61.0,3734.0,6.27,6.36,3.72,10381
0.3,Very Good,H,VVS1,63.3,55.0,878.0,4.34,4.29,2.73,10382
1.52,Premium,H,VS1,58.4,59.0,11853.0,7.55,7.52,4.4,10383
1.23,Ideal,H,SI1,61.7,55.0,6750.0,6.94,6.9,4.27,10384
0.61,Ideal,F,VVS2,61.4,56.0,3248.0,5.44,5.49,3.36,10385
0.9,Fair,G,I1,65.1,58.0,1939.0,6.05,5.99,3.92,10386
1.51,Very Good,I,VS2,60.4,58.0,9178.0,7.36,7.42,4.46,10387
0.27,Very Good,E,VVS1,61.3,57.0,682.0,4.15,4.18,2.55,10388
0.56,Very Good,D,IF,62.5,59.0,4025.0,5.26,5.3,3.3,10389
2.08,Very Good,J,VS2,60.6,61.0,13732.0,8.24,8.34,5.02,10390
1.04,Premium,G,VS2,60.0,58.0,6122.0,6.62,6.54,3.95,10391
0.39,Premium,E,VS1,59.6,60.0,1026.0,4.72,4.75,2.82,10392
0.54,Premium,F,IF,61.9,60.0,2391.0,5.26,5.21,3.24,10393
1.03,Ideal,F,VS2,62.3,56.0,6922.0,6.52,6.49,4.05,10394
0.38,Very Good,E,VVS1,62.4,57.0,1098.0,4.62,4.71,2.91,10395
1.23,Premium,H,VS2,59.3,58.0,5979.0,7.0,6.94,4.13,10396
1.18,Very Good,I,VS1,62.2,57.0,5451.0,6.72,6.76,4.19,10397
1.5,Ideal,G,VS2,63.0,56.0,12821.0,7.32,7.26,4.59,10398
0.52,Premium,G,SI1,60.7,59.0,1280.0,5.22,5.19,3.16,10399
1.64,Premium,E,SI1,61.8,59.0,12896.0,7.55,7.51,4.65,10400
0.33,Premium,H,VS1,59.0,62.0,693.0,4.52,4.49,2.66,10401
1.45,Very Good,D,VVS2,62.0,56.0,17545.0,7.25,7.32,4.52,10402
0.7,Very Good,G,VS2,61.9,55.0,2507.0,5.63,5.71,3.51,10403
1.5,Very Good,I,VVS2,64.0,54.0,9618.0,7.19,7.27,4.63,10404
0.62,Ideal,G,SI1,61.6,56.0,1563.0,5.46,5.55,3.39,10405
1.0,Ideal,G,VVS2,60.8,57.0,7885.0,6.47,6.45,3.93,10406
1.02,Good,G,VS1,63.3,58.0,6738.0,6.38,6.42,4.05,10407
0.52,Ideal,G,VVS2,61.9,55.0,1911.0,5.14,5.16,3.19,10408
0.58,Ideal,I,VVS2,62.0,56.0,1369.0,5.34,5.38,3.32,10409
0.41,Ideal,E,VVS2,62.5,57.0,1082.0,4.76,4.71,2.96,10410
0.3,Very Good,G,VVS2,63.2,57.0,878.0,4.28,4.23,2.69,10411
0.51,Ideal,E,SI1,61.5,55.0,1438.0,5.16,5.18,3.18,10412
1.0,Good,G,SI1,63.9,60.0,4737.0,6.22,6.27,3.99,10413
0.51,Ideal,D,I1,62.1,56.0,1071.0,5.15,5.06,3.17,10414
0.73,Good,E,SI1,63.6,57.0,2871.0,5.7,5.72,3.63,10415
0.56,Ideal,G,VS1,60.7,55.0,1855.0,5.33,5.36,3.25,10416
0.7,Ideal,H,VS1,61.8,56.0,2691.0,5.69,5.72,3.53,10417
1.33,Ideal,J,SI1,62.4,54.0,5857.0,7.04,7.07,4.4,10418
0.53,Ideal,D,VS2,61.2,57.0,1857.0,5.2,5.26,3.2,10419
2.02,Premium,I,VS2,59.6,60.0,16861.0,8.25,8.2,4.9,10420
0.6,Ideal,F,VVS2,61.8,57.0,2298.0,5.36,5.42,3.33,10421
1.08,Premium,G,VS2,62.3,58.0,6532.0,6.54,6.5,4.06,10422
0.3,Very Good,F,VVS1,58.1,61.0,858.0,4.39,4.42,2.56,10423
0.74,Premium,E,SI2,62.6,58.0,2594.0,5.73,5.77,3.6,10424
0.28,Good,F,VVS2,64.9,57.0,492.0,4.13,4.16,2.69,10425
1.27,Ideal,H,SI1,60.1,58.0,6858.0,7.02,7.05,4.23,10426
1.59,Very Good,I,SI2,61.6,57.0,7835.0,7.51,7.56,4.64,10427
0.37,Premium,D,VVS2,61.0,60.0,1071.0,4.61,4.64,2.82,10428
0.47,Ideal,D,VS2,61.9,56.0,1319.0,4.99,5.03,3.1,10429
0.41,Very Good,G,VS1,60.5,56.0,823.0,4.83,4.85,2.93,10430
0.27,Premium,E,VS1,61.5,58.0,470.0,4.17,4.22,2.58,10431
0.34,Very Good,G,SI1,63.4,57.0,521.0,4.4,4.45,2.81,10432
1.01,Ideal,H,SI1,62.4,53.0,4559.0,6.42,6.47,4.02,10433
3.01,Good,H,SI2,57.6,64.0,18593.0,9.44,9.38,5.42,10434
0.41,Good,D,SI1,63.3,55.0,738.0,4.74,4.77,3.01,10435
0.31,Premium,I,VS2,61.1,58.0,558.0,4.38,4.36,2.67,10436
0.35,Ideal,D,VS2,62.4,57.0,829.0,4.51,4.56,2.83,10437
0.3,Very Geod,H,SI1,62.9,59.0,432.0,4.24,4.28,2.68,10438
0.62,Premium,J,VVS2,60.9,58.0,1415.0,5.5,5.56,3.37,10439
1.02,Premium,D,VS2,61.5,58.0,7485.0,6.51,6.44,3.98,10440
0.72,Very Good,F,VS2,62.5,58.0,2832.0,5.71,5.75,3.58,10441
0.31,Ideal,G,VVS2,62.4,56.0,907.0,4.35,4.31,2.7,10442
1.39,Premium,I,I1,62.6,57.0,3985.0,7.15,7.1,4.46,10443
0.82,Ideal,I,VS1,61.3,57.0,3113.0,6.02,6.07,3.7,10444
0.41,Ideal,F,VVS2,61.2,56.0,1115.0,4.78,4.8,2.93,10445
0.96,Premium,D,SI2,60.0,61.0,4274.0,6.36,6.32,3.81,10446
0.9,Good,G,SI1,65.2,58.0,3669.0,6.0,6.06,3.93,10447
0.9,Premium,D,SI2,59.0,61.0,3205.0,6.32,6.28,3.72,10448
1.58,Ideal,H,VS2,63.0,56.0,11419.0,7.39,7.46,4.68,10449
0.28,Very Geod,D,VVS2,64.0,56.0,532.0,4.14,4.17,2.66,10450
0.26,Very Good,E,VVS2,63.0,58.0,597.0,4.0,4.03,2.53,10451
1.58,Premium,H,SI2,60.4,58.0,8887.0,7.6,7.52,4.57,10452
1.5,Good,D,SI2,61.9,61.0,10302.0,7.31,7.38,4.55,10453
1.05,Premium,H,VS2,62.7,59.0,5370.0,6.43,6.49,4.05,10454
0.74,Ideal,F,VS2,62.1,56.0,3171.0,5.79,5.83,3.61,10455
0.3,Ideal,G,VVS1,61.6,58.0,764.0,4.31,4.32,2.66,10456
1.73,Ideal,J,VS2,63.0,57.0,10076.0,7.64,7.6,4.8,10457
1.06,Premium,G,SI1,62.2,57.0,5113.0,6.53,6.47,4.04,10458
0.3,Premium,G,VS1,62.3,59.0,776.0,4.3,4.27,2.67,10459
0.4,Very Geod,E,SI1,59.8,61.0,684.0,4.76,4.81,2.86,10460
1.53,Fair,J,VS2,64.7,58.0,6659.0,7.24,7.22,4.68,10461
1.51,Ideal,G,VS1,60.8,57.0,14779.0,7.37,7.44,4.5,10462
0.41,Ideal,F,VS2,62.8,57.0,1107.0,4.76,4.73,2.98,10463
0.71,Premium,D,SI1,59.7,59.0,2863.0,5.82,5.8,3.47,10464
0.85,Very Geod,I,VS2,60.0,57.0,3070.0,6.1,6.16,3.68,10465
0.24,Very Good,E,VS1,59.8,58.0,419.0,4.02,4.11,2.43,10466
1.34,Very Good,F,VS1,59.7,60.0,10771.0,7.17,7.2,4.29,10467
1.5,Premium,E,SI1,61.3,59.0,10819.0,7.39,7.25,4.49,10468
1.62,Ideal,I,VVS1,61.5,58.0,12186.0,7.54,7.56,4.64,10469
0.4,Good,E,SI1,63.8,56.0,882.0,4.74,4.7,3.01,10470
1.12,Ideal,H,SI2,61.4,56.0,3763.0,6.69,6.66,4.1,10471
0.5,Ideal,G,SI2,60.7,56.0,1180.0,5.13,5.18,3.13,10472
0.54,Ideal,G,SI1,62.4,56.0,1350.0,5.2,5.22,3.25,10473
1.51,Ideal,E,SI2,62.7,55.0,7272.0,7.27,7.18,4.53,10474
0.73,Premium,F,SI1,60.6,59.0,2190.0,5.81,5.77,3.51,10475
0.3,Ideal,E,VS2,61.2,55.0,658.0,4.31,4.35,2.65,10476
0.77,Very Good,D,VS2,61.2,59.0,3489.0,5.86,5.91,3.6,10477
0.41,Ideal,F,VVS1,62.1,57.0,1356.0,4.79,4.75,2.96,10478
1.12,Premium,H,SI2,61.0,56.0,4077.0,6.68,6.65,4.07,10479
0.34,Premium,F,SI1,59.3,60.0,566.0,4.52,4.58,2.7,10480
2.08,Ideal,H,SI1,61.7,58.0,17469.0,8.13,8.21,5.04,10481
0.3,Very Good,E,VS1,63.6,54.0,620.0,4.28,4.33,2.74,10482
0.34,Ideal,I,SI1,60.2,57.0,459.0,4.5,4.54,2.72,10483
1.01,Very Geod,G,VVS2,62.8,58.0,7234.0,6.38,6.42,4.02,10484
0.55,Very Good,D,VS2,62.8,57.0,1799.0,5.24,5.27,3.3,10485
1.01,Very Good,E,SI1,59.6,61.0,5411.0,6.47,6.51,3.87,10486
0.41,Ideal,J,VS1,62.7,54.0,648.0,4.75,4.79,2.99,10487
0.3,Premium,G,VVS2,62.6,58.0,684.0,4.27,4.29,2.68,10488
2.03,Ideal,E,SI2,62.3,56.0,14308.0,8.11,8.09,5.05,10489
0.7,Good,H,VS2,64.1,58.0,2137.0,5.51,5.57,3.55,10490
0.5,Fair,G,SI2,65.6,56.0,1035.0,4.99,4.92,3.25,10491
0.54,Ideal,G,VS2,61.7,55.0,1401.0,5.22,5.26,3.23,10492
0.8,Fair,H,VS2,65.3,58.0,2686.0,5.78,5.73,3.76,10493
